city1,city2,Year,quarter,fare
"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",2020,1,178.85
"Portland, OR","San Francisco, CA (Metropolitan Area)",2020,1,149.11
"New York City, NY (Metropolitan Area)","Phoenix, AZ",2020,1,230.55
"Boston, MA (Metropolitan Area)","Chicago, IL",2020,1,143.44
"Houston, TX","Los Angeles, CA (Metropolitan Area)",2020,1,205.71
"Dallas/Fort Worth, TX","Denver, CO",2020,1,173.83
"Chicago, IL","San Francisco, CA (Metropolitan Area)",2020,1,275.66
"Atlanta, GA (Metropolitan Area)","Chicago, IL",2020,1,157.32
"Fort Myers, FL","New York City, NY (Metropolitan Area)",2020,1,192.21
"Phoenix, AZ","Seattle, WA",2020,1,137.26
"Miami, FL (Metropolitan Area)","Philadelphia, PA",2020,1,177.53
"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,349.85
"Chicago, IL","Las Vegas, NV",2020,1,196.09
"Los Angeles, CA (Metropolitan Area)","Orlando, FL",2020,1,229.88
"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2020,1,317.24
"Denver, CO","Washington, DC (Metropolitan Area)",2020,1,205.37
"Chicago, IL","Denver, CO",2020,1,171.2
"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",2020,1,227.65
"Las Vegas, NV","Seattle, WA",2020,1,131.37
"Orlando, FL","Philadelphia, PA",2020,1,166.71
"Detroit, MI","Miami, FL (Metropolitan Area)",2020,1,197.26
"Dallas/Fort Worth, TX","Las Vegas, NV",2020,1,199.26
"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",2020,1,149.84
"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,1,177.45
"Boston, MA (Metropolitan Area)","Fort Myers, FL",2020,1,201.28
"Chicago, IL","Fort Myers, FL",2020,1,186.75
"Minneapolis/St. Paul, MN","Orlando, FL",2020,1,178.79
"Detroit, MI","Orlando, FL",2020,1,173.96
"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,199.28
"Denver, CO","Houston, TX",2020,1,185.81
"Chicago, IL","Minneapolis/St. Paul, MN",2020,1,147.59
"New Orleans, LA","New York City, NY (Metropolitan Area)",2020,1,188.75
"Fort Myers, FL","Minneapolis/St. Paul, MN",2020,1,190.04
"Dallas/Fort Worth, TX","Orlando, FL",2020,1,217.14
"Dallas/Fort Worth, TX","Phoenix, AZ",2020,1,223.25
"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",2020,1,236.9
"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",2020,1,183.14
"Dallas/Fort Worth, TX","Houston, TX",2020,1,212.58
"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2020,1,291.02
"Atlanta, GA (Metropolitan Area)","Orlando, FL",2020,1,152.76
"Denver, CO","Las Vegas, NV",2020,1,141.96
"Chicago, IL","Tampa, FL (Metropolitan Area)",2020,1,162.22
"Sacramento, CA","San Diego, CA",2020,1,107.0
"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",2020,1,177.8
"Austin, TX","Los Angeles, CA (Metropolitan Area)",2020,1,163.81
"Houston, TX","Washington, DC (Metropolitan Area)",2020,1,233.02
"New York City, NY (Metropolitan Area)","San Diego, CA",2020,1,285.68
"Detroit, MI","New York City, NY (Metropolitan Area)",2020,1,222.19
"Atlanta, GA (Metropolitan Area)","Houston, TX",2020,1,154.1
"Austin, TX","New York City, NY (Metropolitan Area)",2020,1,220.38
"Chicago, IL","Houston, TX",2020,1,194.43
"Nashville, TN","New York City, NY (Metropolitan Area)",2020,1,183.5
"Denver, CO","Miami, FL (Metropolitan Area)",2020,1,196.96
"New York City, NY (Metropolitan Area)","Seattle, WA",2020,1,258.56
"San Diego, CA","Seattle, WA",2020,1,140.71
"New York City, NY (Metropolitan Area)","Salt Lake City, UT",2020,1,333.35
"Austin, TX","San Francisco, CA (Metropolitan Area)",2020,1,200.65
"Denver, CO","Orlando, FL",2020,1,181.3
"Las Vegas, NV","Minneapolis/St. Paul, MN",2020,1,164.5
"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",2020,1,229.52
"Las Vegas, NV","Washington, DC (Metropolitan Area)",2020,1,254.78
"Atlanta, GA (Metropolitan Area)","Denver, CO",2020,1,193.13
"Boston, MA (Metropolitan Area)","Philadelphia, PA",2020,1,151.95
"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2020,1,191.64
"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",2020,1,210.33
"Houston, TX","Las Vegas, NV",2020,1,180.64
"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",2020,1,248.54
"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",2020,1,235.3
"Houston, TX","Miami, FL (Metropolitan Area)",2020,1,184.0
"Atlanta, GA (Metropolitan Area)","Las Vegas, NV",2020,1,244.69
"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",2020,1,297.06
"Denver, CO","Seattle, WA",2020,1,131.1
"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2020,1,291.9
"Detroit, MI","Las Vegas, NV",2020,1,197.43
"Denver, CO","Minneapolis/St. Paul, MN",2020,1,147.41
"Phoenix, AZ","Portland, OR",2020,1,155.36
"Detroit, MI","Fort Myers, FL",2020,1,191.01
"Phoenix, AZ","Salt Lake City, UT",2020,1,150.89
"Atlanta, GA (Metropolitan Area)","Philadelphia, PA",2020,1,181.37
"Chicago, IL","San Diego, CA",2020,1,193.95
"Boston, MA (Metropolitan Area)","Dallas/Fort Worth, TX",2020,1,229.22
"Houston, TX","Orlando, FL",2020,1,188.09
"Denver, CO","San Diego, CA",2020,1,150.52
"Boston, MA (Metropolitan Area)","Denver, CO",2020,1,238.19
"Phoenix, AZ","Washington, DC (Metropolitan Area)",2020,1,305.71
"Chicago, IL","Philadelphia, PA",2020,1,241.78
"Las Vegas, NV","Miami, FL (Metropolitan Area)",2020,1,230.69
"Detroit, MI","Tampa, FL (Metropolitan Area)",2020,1,164.01
"Las Vegas, NV","Portland, OR",2020,1,135.66
"Las Vegas, NV","Phoenix, AZ",2020,1,142.37
"Chicago, IL","Seattle, WA",2020,1,173.93
"New Orleans, LA","Washington, DC (Metropolitan Area)",2020,1,204.44
"Detroit, MI","Los Angeles, CA (Metropolitan Area)",2020,1,293.5
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,1,162.82
"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",2020,1,220.34
"Hartford, CT","Orlando, FL",2020,1,157.2
"San Diego, CA","Washington, DC (Metropolitan Area)",2020,1,311.47
"Denver, CO","Salt Lake City, UT",2020,1,145.28
"Detroit, MI","Washington, DC (Metropolitan Area)",2020,1,164.52
"Las Vegas, NV","San Diego, CA",2020,1,120.59
"Houston, TX","San Francisco, CA (Metropolitan Area)",2020,1,320.22
"Jacksonville, FL","New York City, NY (Metropolitan Area)",2020,1,188.36
"Philadelphia, PA","Tampa, FL (Metropolitan Area)",2020,1,172.62
"Fort Myers, FL","Washington, DC (Metropolitan Area)",2020,1,176.1
"Austin, TX","Denver, CO",2020,1,155.02
"Dallas/Fort Worth, TX","Philadelphia, PA",2020,1,247.58
"Charlotte, NC","Washington, DC (Metropolitan Area)",2020,1,169.36
"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",2020,1,171.93
"Seattle, WA","Washington, DC (Metropolitan Area)",2020,1,276.62
"Dallas/Fort Worth, TX","Seattle, WA",2020,1,208.35
"Dallas/Fort Worth, TX","San Diego, CA",2020,1,223.66
"Phoenix, AZ","San Diego, CA",2020,1,154.78
"Boston, MA (Metropolitan Area)","Las Vegas, NV",2020,1,245.09
"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2020,1,206.62
"Detroit, MI","Phoenix, AZ",2020,1,217.84
"Nashville, TN","Washington, DC (Metropolitan Area)",2020,1,195.62
"Los Angeles, CA (Metropolitan Area)","Nashville, TN",2020,1,247.7
"Austin, TX","Chicago, IL",2020,1,168.45
"Denver, CO","Tampa, FL (Metropolitan Area)",2020,1,183.86
"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",2020,1,193.89
"Boston, MA (Metropolitan Area)","Phoenix, AZ",2020,1,267.31
"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",2020,1,227.35
"Austin, TX","Washington, DC (Metropolitan Area)",2020,1,236.74
"Salt Lake City, UT","San Diego, CA",2020,1,151.71
"Miami, FL (Metropolitan Area)","Nashville, TN",2020,1,178.04
"Orlando, FL","San Francisco, CA (Metropolitan Area)",2020,1,282.56
"Orlando, FL","Pittsburgh, PA",2020,1,157.4
"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",2020,1,213.33
"Houston, TX","New Orleans, LA",2020,1,192.33
"Charlotte, NC","Miami, FL (Metropolitan Area)",2020,1,192.37
"Indianapolis, IN","Orlando, FL",2020,1,141.25
"Boston, MA (Metropolitan Area)","Charlotte, NC",2020,1,186.66
"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)",2020,1,215.01
"New York City, NY (Metropolitan Area)","Pittsburgh, PA",2020,1,209.11
"Charleston, SC","New York City, NY (Metropolitan Area)",2020,1,152.93
"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",2020,1,151.78
"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",2020,1,153.68
"Portland, OR","San Diego, CA",2020,1,148.28
"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",2020,1,162.6
"Boston, MA (Metropolitan Area)","San Diego, CA",2020,1,265.47
"Chicago, IL","New Orleans, LA",2020,1,168.65
"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",2020,1,261.03
"Dallas/Fort Worth, TX","Detroit, MI",2020,1,207.44
"Atlanta, GA (Metropolitan Area)","Detroit, MI",2020,1,211.72
"Cleveland, OH (Metropolitan Area)","Orlando, FL",2020,1,137.36
"Columbus, OH","New York City, NY (Metropolitan Area)",2020,1,219.48
"Dallas/Fort Worth, TX","San Antonio, TX",2020,1,197.85
"Dallas/Fort Worth, TX","Salt Lake City, UT",2020,1,237.5
"Hartford, CT","Miami, FL (Metropolitan Area)",2020,1,176.15
"Dallas/Fort Worth, TX","New Orleans, LA",2020,1,198.35
"Las Vegas, NV","Sacramento, CA",2020,1,144.96
"Dallas/Fort Worth, TX","Nashville, TN",2020,1,218.26
"Sacramento, CA","Seattle, WA",2020,1,132.92
"Miami, FL (Metropolitan Area)","Phoenix, AZ",2020,1,261.77
"Denver, CO","Philadelphia, PA",2020,1,204.41
"New York City, NY (Metropolitan Area)","St. Louis, MO",2020,1,231.6
"Chicago, IL","Detroit, MI",2020,1,191.99
"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",2020,1,218.96
"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",2020,1,166.21
"Milwaukee, WI","Orlando, FL",2020,1,166.72
"Boston, MA (Metropolitan Area)","Nashville, TN",2020,1,148.28
"Las Vegas, NV","Orlando, FL",2020,1,204.33
"Nashville, TN","Orlando, FL",2020,1,171.04
"Miami, FL (Metropolitan Area)","New Orleans, LA",2020,1,157.78
"Houston, TX","Phoenix, AZ",2020,1,253.36
"Orlando, FL","Raleigh/Durham, NC",2020,1,144.57
"Las Vegas, NV","Salt Lake City, UT",2020,1,149.17
"Seattle, WA","Spokane, WA",2020,1,129.1
"Phoenix, AZ","Sacramento, CA",2020,1,183.07
"Charlotte, NC","Orlando, FL",2020,1,170.73
"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",2020,1,321.14
"Salt Lake City, UT","Washington, DC (Metropolitan Area)",2020,1,329.87
"Salt Lake City, UT","Seattle, WA",2020,1,180.44
"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",2020,1,182.32
"Las Vegas, NV","Philadelphia, PA",2020,1,238.31
"Columbus, OH","Orlando, FL",2020,1,152.0
"Buffalo, NY","Orlando, FL",2020,1,165.31
"Los Angeles, CA (Metropolitan Area)","Reno, NV",2020,1,169.76
"St. Louis, MO","Washington, DC (Metropolitan Area)",2020,1,217.42
"Dallas/Fort Worth, TX","Kansas City, MO",2020,1,190.93
"Orlando, FL","St. Louis, MO",2020,1,183.74
"Charlotte, NC","Dallas/Fort Worth, TX",2020,1,283.43
"Chicago, IL","Raleigh/Durham, NC",2020,1,155.33
"Boston, MA (Metropolitan Area)","Detroit, MI",2020,1,180.39
"Palm Springs, CA","Seattle, WA",2020,1,161.96
"Cincinnati, OH","New York City, NY (Metropolitan Area)",2020,1,218.65
"Indianapolis, IN","New York City, NY (Metropolitan Area)",2020,1,231.46
"Chicago, IL","Nashville, TN",2020,1,210.14
"Jacksonville, FL","Washington, DC (Metropolitan Area)",2020,1,188.83
"Charlotte, NC","Las Vegas, NV",2020,1,213.95
"Milwaukee, WI","Phoenix, AZ",2020,1,197.73
"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",2020,1,175.78
"Las Vegas, NV","Reno, NV",2020,1,170.6
"New York City, NY (Metropolitan Area)","Portland, OR",2020,1,232.1
"Denver, CO","St. Louis, MO",2020,1,170.04
"Chicago, IL","Kansas City, MO",2020,1,204.19
"Boston, MA (Metropolitan Area)","Houston, TX",2020,1,251.83
"Buffalo, NY","New York City, NY (Metropolitan Area)",2020,1,155.22
"Orlando, FL","Salt Lake City, UT",2020,1,256.45
"Atlanta, GA (Metropolitan Area)","New Orleans, LA",2020,1,164.57
"Boston, MA (Metropolitan Area)","Seattle, WA",2020,1,237.42
"Austin, TX","Las Vegas, NV",2020,1,178.3
"Dallas/Fort Worth, TX","St. Louis, MO",2020,1,216.45
"Denver, CO","Nashville, TN",2020,1,180.64
"Denver, CO","Detroit, MI",2020,1,177.65
"Charlotte, NC","Chicago, IL",2020,1,247.79
"Miami, FL (Metropolitan Area)","Pittsburgh, PA",2020,1,178.73
"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN",2020,1,274.29
"Denver, CO","Portland, OR",2020,1,149.38
"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",2020,1,209.89
"Indianapolis, IN","Miami, FL (Metropolitan Area)",2020,1,192.52
"Denver, CO","New Orleans, LA",2020,1,176.0
"Cincinnati, OH","Miami, FL (Metropolitan Area)",2020,1,167.11
"Austin, TX","Boston, MA (Metropolitan Area)",2020,1,213.47
"Detroit, MI","San Francisco, CA (Metropolitan Area)",2020,1,312.89
"Austin, TX","Dallas/Fort Worth, TX",2020,1,193.06
"Orlando, FL","Phoenix, AZ",2020,1,295.16
"Chicago, IL","Salt Lake City, UT",2020,1,263.36
"San Antonio, TX","Washington, DC (Metropolitan Area)",2020,1,263.12
"Denver, CO","Kansas City, MO",2020,1,176.92
"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",2020,1,198.87
"Minneapolis/St. Paul, MN","San Diego, CA",2020,1,211.67
"Orlando, FL","Seattle, WA",2020,1,289.16
"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,1,305.46
"Chicago, IL","Cleveland, OH (Metropolitan Area)",2020,1,207.49
"Atlanta, GA (Metropolitan Area)","Austin, TX",2020,1,196.11
"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",2020,1,211.66
"Houston, TX","San Diego, CA",2020,1,186.65
"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2020,1,325.38
"Hartford, CT","Tampa, FL (Metropolitan Area)",2020,1,152.0
"Miami, FL (Metropolitan Area)","Seattle, WA",2020,1,307.19
"Albany, NY","Orlando, FL",2020,1,171.88
"Kansas City, MO","Orlando, FL",2020,1,190.36
"Philadelphia, PA","Phoenix, AZ",2020,1,322.84
"Austin, TX","Orlando, FL",2020,1,161.87
"Austin, TX","Miami, FL (Metropolitan Area)",2020,1,179.5
"Kansas City, MO","Phoenix, AZ",2020,1,236.6
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2020,1,252.51
"New Orleans, LA","Orlando, FL",2020,1,166.45
"New York City, NY (Metropolitan Area)","San Antonio, TX",2020,1,240.28
"New York City, NY (Metropolitan Area)","Savannah, GA",2020,1,151.97
"Indianapolis, IN","Washington, DC (Metropolitan Area)",2020,1,189.12
"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",2020,1,273.59
"Boston, MA (Metropolitan Area)","Salt Lake City, UT",2020,1,316.56
"Houston, TX","Tampa, FL (Metropolitan Area)",2020,1,173.17
"Kansas City, MO","New York City, NY (Metropolitan Area)",2020,1,230.3
"Atlanta, GA (Metropolitan Area)","Salt Lake City, UT",2020,1,326.14
"Boise, ID","Seattle, WA",2020,1,110.01
"Chicago, IL","Columbus, OH",2020,1,199.14
"Columbus, OH","Miami, FL (Metropolitan Area)",2020,1,189.31
"Charleston, SC","Washington, DC (Metropolitan Area)",2020,1,174.46
"Kansas City, MO","Washington, DC (Metropolitan Area)",2020,1,224.82
"Portland, OR","Sacramento, CA",2020,1,159.69
"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2020,1,212.83
"Austin, TX","Phoenix, AZ",2020,1,219.32
"Cincinnati, OH","Orlando, FL",2020,1,149.45
"Kansas City, MO","Miami, FL (Metropolitan Area)",2020,1,256.2
"Chicago, IL","St. Louis, MO",2020,1,210.86
"Las Vegas, NV","St. Louis, MO",2020,1,193.63
"Fort Myers, FL","Indianapolis, IN",2020,1,163.21
"Las Vegas, NV","Tampa, FL (Metropolitan Area)",2020,1,204.86
"Charlotte, NC","Denver, CO",2020,1,198.52
"Fort Myers, FL","Hartford, CT",2020,1,160.13
"Miami, FL (Metropolitan Area)","St. Louis, MO",2020,1,246.57
"Atlanta, GA (Metropolitan Area)","Seattle, WA",2020,1,341.37
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",2020,1,141.06
"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2020,1,182.18
"Fort Myers, FL","Philadelphia, PA",2020,1,211.44
"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",2020,1,138.54
"Phoenix, AZ","St. Louis, MO",2020,1,239.0
"Miami, FL (Metropolitan Area)","Salt Lake City, UT",2020,1,278.38
"Boston, MA (Metropolitan Area)","New Orleans, LA",2020,1,191.82
"Buffalo, NY","Miami, FL (Metropolitan Area)",2020,1,187.75
"Charlotte, NC","Philadelphia, PA",2020,1,211.63
"Detroit, MI","Houston, TX",2020,1,195.18
"Las Vegas, NV","San Antonio, TX",2020,1,191.1
"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",2020,1,272.01
"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",2020,1,171.91
"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",2020,1,165.69
"Denver, CO","San Antonio, TX",2020,1,175.73
"Nashville, TN","Philadelphia, PA",2020,1,185.83
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2020,1,155.93
"Atlanta, GA (Metropolitan Area)","St. Louis, MO",2020,1,176.9
"Omaha, NE","Phoenix, AZ",2020,1,208.81
"Indianapolis, IN","Tampa, FL (Metropolitan Area)",2020,1,148.25
"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",2020,1,260.81
"Houston, TX","Seattle, WA",2020,1,245.74
"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",2020,1,151.62
"Orlando, FL","San Diego, CA",2020,1,219.58
"Fort Myers, FL","Milwaukee, WI",2020,1,174.82
"Boston, MA (Metropolitan Area)","Jacksonville, FL",2020,1,163.22
"Kansas City, MO","Las Vegas, NV",2020,1,204.25
"Nashville, TN","Tampa, FL (Metropolitan Area)",2020,1,172.58
"Houston, TX","Philadelphia, PA",2020,1,280.43
"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",2020,1,173.17
"Cincinnati, OH","Washington, DC (Metropolitan Area)",2020,1,156.76
"Houston, TX","Salt Lake City, UT",2020,1,273.97
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",2020,1,182.71
"Dallas/Fort Worth, TX","Portland, OR",2020,1,213.05
"Portland, OR","Salt Lake City, UT",2020,1,165.53
"Houston, TX","Midland/Odessa, TX",2020,1,293.1
"Denver, CO","Sacramento, CA",2020,1,181.48
"Miami, FL (Metropolitan Area)","San Diego, CA",2020,1,264.11
"Denver, CO","Indianapolis, IN",2020,1,182.55
"Dallas/Fort Worth, TX","Raleigh/Durham, NC",2020,1,257.8
"Boise, ID","Los Angeles, CA (Metropolitan Area)",2020,1,172.83
"Philadelphia, PA","West Palm Beach/Palm Beach, FL",2020,1,238.27
"Columbus, OH","Washington, DC (Metropolitan Area)",2020,1,169.67
"Milwaukee, WI","New York City, NY (Metropolitan Area)",2020,1,205.12
"Portland, OR","Seattle, WA",2020,1,126.73
"Chicago, IL","Pittsburgh, PA",2020,1,208.9
"Indianapolis, IN","Las Vegas, NV",2020,1,183.99
"Chicago, IL","Portland, OR",2020,1,210.27
"Atlanta, GA (Metropolitan Area)","Kansas City, MO",2020,1,197.38
"Denver, CO","Raleigh/Durham, NC",2020,1,189.95
"Austin, TX","Seattle, WA",2020,1,219.61
"Columbus, OH","Tampa, FL (Metropolitan Area)",2020,1,145.08
"Minneapolis/St. Paul, MN","Seattle, WA",2020,1,227.71
"Austin, TX","San Diego, CA",2020,1,173.54
"Detroit, MI","Nashville, TN",2020,1,193.55
"Houston, TX","Nashville, TN",2020,1,235.63
"Des Moines, IA","Phoenix, AZ",2020,1,168.24
"Philadelphia, PA","Raleigh/Durham, NC",2020,1,168.64
"Atlanta, GA (Metropolitan Area)","San Diego, CA",2020,1,320.5
"Las Vegas, NV","Nashville, TN",2020,1,216.6
"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",2020,1,189.47
"Columbus, OH","Los Angeles, CA (Metropolitan Area)",2020,1,261.78
"Miami, FL (Metropolitan Area)","Orlando, FL",2020,1,150.87
"Miami, FL (Metropolitan Area)","Richmond, VA",2020,1,165.56
"Raleigh/Durham, NC","Tampa, FL (Metropolitan Area)",2020,1,160.81
"Dallas/Fort Worth, TX","Indianapolis, IN",2020,1,248.04
"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",2020,1,222.31
"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",2020,1,204.14
"Hartford, CT","Washington, DC (Metropolitan Area)",2020,1,210.26
"Albuquerque, NM","Phoenix, AZ",2020,1,171.53
"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",2020,1,199.7
"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",2020,1,326.29
"Phoenix, AZ","Tampa, FL (Metropolitan Area)",2020,1,284.96
"Las Vegas, NV","Milwaukee, WI",2020,1,210.55
"Chicago, IL","Cincinnati, OH",2020,1,173.74
"Atlanta, GA (Metropolitan Area)","Columbus, OH",2020,1,195.51
"Chicago, IL","San Antonio, TX",2020,1,246.75
"Dallas/Fort Worth, TX","El Paso, TX",2020,1,228.3
"Houston, TX","Minneapolis/St. Paul, MN",2020,1,260.24
"Chicago, IL","Jacksonville, FL",2020,1,182.92
"Columbus, OH","Fort Myers, FL",2020,1,172.57
"Los Angeles, CA (Metropolitan Area)","Spokane, WA",2020,1,183.83
"New York City, NY (Metropolitan Area)","Richmond, VA",2020,1,221.44
"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",2020,1,148.41
"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",2020,1,121.22
"Charlotte, NC","Houston, TX",2020,1,221.15
"Minneapolis/St. Paul, MN","Nashville, TN",2020,1,164.81
"Nashville, TN","San Francisco, CA (Metropolitan Area)",2020,1,279.86
"Cincinnati, OH","Phoenix, AZ",2020,1,166.16
"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",2020,1,195.24
"Jacksonville, FL","Miami, FL (Metropolitan Area)",2020,1,153.14
"Fargo, ND","Phoenix, AZ",2020,1,119.54
"Albany, NY","Miami, FL (Metropolitan Area)",2020,1,187.57
"Orlando, FL","Richmond, VA",2020,1,141.62
"Nashville, TN","Phoenix, AZ",2020,1,250.7
"Denver, CO","Milwaukee, WI",2020,1,156.36
"Charlotte, NC","Nashville, TN",2020,1,190.02
"Houston, TX","Kansas City, MO",2020,1,242.88
"Cincinnati, OH","Las Vegas, NV",2020,1,172.58
